analysis_label,model_variant,latent_dim,seed,fold_id,target,fold_spearman,n_donors
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,2,GFAP,0.14705882352941177,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,2,Iba1,0.0588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,2,NeuN,0.28823529411764703,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,6e10/A_beta,0.4441176470588235,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,AT8,0.6558823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,GFAP,0.4205882352941176,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,Iba1,-0.0823529411764706,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,NeuN,0.4911764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,6e10/A_beta,-0.09117647058823529,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,AT8,0.7558823529411764,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,GFAP,0.6058823529411764,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,Iba1,0.16764705882352943,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,NeuN,0.35000000000000003,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,6e10/A_beta,0.13529411764705881,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,AT8,-0.044117647058823525,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,GFAP,0.3323529411764706,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,Iba1,0.19117647058823528,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,NeuN,0.8647058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,6e10/A_beta,0.4323529411764706,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,AT8,0.6941176470588235,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,GFAP,0.5117647058823529,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,Iba1,0.3205882352941176,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,NeuN,0.7999999999999999,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,6e10/A_beta,-0.044117647058823525,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,AT8,0.3764705882352941,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,GFAP,0.044117647058823525,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,Iba1,-0.10294117647058824,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,NeuN,0.2029411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,6e10/A_beta,-0.11470588235294117,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,AT8,0.3,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,GFAP,0.31764705882352945,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,Iba1,0.22941176470588234,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,NeuN,0.4852941176470588,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,6e10/A_beta,0.37058823529411766,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,AT8,0.5411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,GFAP,0.22647058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,Iba1,0.10882352941176471,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,NeuN,0.6558823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,6e10/A_beta,0.4323529411764706,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,AT8,0.5147058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,GFAP,0.0588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,Iba1,0.38235294117647056,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,NeuN,0.4441176470588235,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,6e10/A_beta,0.1647058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,AT8,0.8294117647058824,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,GFAP,0.411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,Iba1,-0.02647058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,NeuN,0.5323529411764706,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,6e10/A_beta,0.5294117647058824,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,AT8,0.19117647058823528,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,GFAP,0.0588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,Iba1,0.12352941176470587,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,NeuN,0.6205882352941177,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,6e10/A_beta,0.19117647058823528,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,AT8,0.6,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,GFAP,0.26176470588235295,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,Iba1,0.10882352941176471,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,NeuN,0.3911764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,6e10/A_beta,0.02941176470588235,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,AT8,0.3411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,GFAP,0.6,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,Iba1,0.65,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,NeuN,0.1411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,6e10/A_beta,-0.21764705882352942,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,AT8,0.19705882352941176,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,GFAP,0.2588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,Iba1,-0.12352941176470587,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,NeuN,0.8764705882352942,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,6e10/A_beta,0.07352941176470588,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,AT8,0.3911764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,GFAP,0.38823529411764707,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,Iba1,-0.023529411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,NeuN,0.2441176470588235,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,6e10/A_beta,0.3911764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,AT8,0.23823529411764705,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,GFAP,-0.06176470588235294,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,Iba1,0.3735294117647059,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,NeuN,0.31764705882352945,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,6e10/A_beta,0.3852941176470588,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,AT8,0.6735294117647058,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,GFAP,0.45294117647058824,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,Iba1,-0.27941176470588236,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,NeuN,0.6647058823529411,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,6e10/A_beta,0.5323529411764706,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,AT8,0.38235294117647056,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,GFAP,0.4558823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,Iba1,0.4088235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,NeuN,0.3941176470588235,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,5,6e10/A_beta,0.32647058823529407,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,5,AT8,0.4941176470588235,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,5,GFAP,0.22058823529411767,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,5,Iba1,0.1411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,5,NeuN,0.7411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,1,6e10/A_beta,0.2529411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,1,AT8,0.19411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,1,GFAP,-0.19117647058823528,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,1,Iba1,0.09117647058823529,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,1,NeuN,0.32647058823529407,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,2,6e10/A_beta,0.2588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,2,AT8,0.411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,2,GFAP,0.4941176470588235,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,2,Iba1,-0.0588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,2,NeuN,0.6558823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,3,6e10/A_beta,0.5852941176470587,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,3,AT8,0.6558823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,3,GFAP,0.25,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,3,Iba1,-0.4382352941176471,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,3,NeuN,0.6647058823529411,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,4,6e10/A_beta,0.35000000000000003,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,4,AT8,0.07941176470588236,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,4,GFAP,0.08529411764705883,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,4,Iba1,0.18529411764705883,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,4,NeuN,-0.03529411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,5,6e10/A_beta,0.21764705882352942,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,5,AT8,0.22941176470588234,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,5,GFAP,0.37058823529411766,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,5,Iba1,-0.1647058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,5,NeuN,0.6382352941176471,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,1,6e10/A_beta,0.5352941176470588,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,1,AT8,0.7058823529411764,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,1,GFAP,0.3852941176470588,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,1,Iba1,0.25,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,1,NeuN,0.5588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,2,6e10/A_beta,0.05294117647058824,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,2,AT8,0.1764705882352941,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,2,GFAP,0.07058823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,2,Iba1,0.07647058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,2,NeuN,0.4764705882352941,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,3,6e10/A_beta,0.40294117647058825,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,3,AT8,0.38823529411764707,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,3,GFAP,0.07647058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,3,Iba1,0.4558823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,3,NeuN,0.3029411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,4,6e10/A_beta,0.14411764705882352,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,4,AT8,-0.0058823529411764705,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,4,GFAP,0.008823529411764706,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,4,Iba1,0.1411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,4,NeuN,0.6,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,5,6e10/A_beta,0.34411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,5,AT8,0.5235294117647059,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,5,GFAP,-0.17058823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,5,Iba1,0.06764705882352941,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,5,NeuN,0.45,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,1,6e10/A_beta,0.16764705882352943,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,1,AT8,0.3382352941176471,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,1,GFAP,0.044117647058823525,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,1,Iba1,-0.023529411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,1,NeuN,0.4205882352941176,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,2,6e10/A_beta,0.3411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,2,AT8,0.39999999999999997,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,2,GFAP,0.2529411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,2,Iba1,-0.03823529411764706,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,2,NeuN,0.7705882352941176,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,3,6e10/A_beta,0.01764705882352941,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,3,AT8,0.25588235294117645,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,3,GFAP,0.014705882352941175,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,3,Iba1,0.5529411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,3,NeuN,0.29705882352941176,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,4,6e10/A_beta,-0.0411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,4,AT8,0.22352941176470587,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,4,GFAP,0.22647058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,4,Iba1,0.21470588235294116,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,4,NeuN,0.38235294117647056,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,5,6e10/A_beta,0.3911764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,5,AT8,0.42352941176470593,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,5,GFAP,0.16764705882352943,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,5,Iba1,0.07352941176470588,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,5,NeuN,0.5117647058823529,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,1,6e10/A_beta,0.1764705882352941,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,1,AT8,0.30882352941176466,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,1,GFAP,0.4764705882352941,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,1,Iba1,-0.15,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,1,NeuN,0.5764705882352941,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,2,6e10/A_beta,0.4617647058823529,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,2,AT8,0.4382352941176471,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,2,GFAP,0.3205882352941176,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,2,Iba1,0.2352941176470588,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,2,NeuN,0.44705882352941173,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,3,6e10/A_beta,0.2823529411764706,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,3,AT8,0.36764705882352944,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,3,GFAP,0.4764705882352941,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,3,Iba1,-0.36176470588235293,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,3,NeuN,0.6852941176470588,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,4,6e10/A_beta,0.03529411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,4,AT8,0.4588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,4,GFAP,-0.14411764705882352,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,4,Iba1,0.37941176470588234,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,4,NeuN,0.5794117647058823,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,5,6e10/A_beta,0.3588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,5,AT8,0.4705882352941176,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,5,GFAP,0.4058823529411764,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,5,Iba1,0.2058823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,5,NeuN,-0.0058823529411764705,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,1,6e10/A_beta,0.3558823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,1,AT8,0.6,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,1,GFAP,0.2441176470588235,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,1,Iba1,0.1647058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,1,NeuN,0.7852941176470588,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,2,6e10/A_beta,0.37058823529411766,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,2,AT8,0.6735294117647058,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,2,GFAP,0.36176470588235293,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,2,Iba1,0.10882352941176471,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,2,NeuN,0.2588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,3,6e10/A_beta,0.1647058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,3,AT8,0.12058823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,3,GFAP,0.3147058823529411,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,3,Iba1,0.3411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,3,NeuN,0.06470588235294117,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,4,6e10/A_beta,0.36764705882352944,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,4,AT8,0.5588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,4,GFAP,0.4382352941176471,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,4,Iba1,0.2352941176470588,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,4,NeuN,0.6588235294117648,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,5,6e10/A_beta,0.0588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,5,AT8,-0.2029411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,5,GFAP,0.06176470588235294,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,5,Iba1,-0.011764705882352941,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,5,NeuN,0.12352941176470587,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,1,6e10/A_beta,0.2029411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,1,AT8,0.5588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,1,GFAP,0.1323529411764706,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,1,Iba1,-0.16176470588235295,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,1,NeuN,0.7382352941176471,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,2,6e10/A_beta,0.4852941176470588,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,2,AT8,0.5088235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,2,GFAP,0.40294117647058825,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,2,Iba1,-0.2676470588235294,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,2,NeuN,0.3911764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,3,6e10/A_beta,0.2647058823529412,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,3,AT8,0.0,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,3,GFAP,-0.24705882352941175,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,3,Iba1,0.5617647058823529,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,3,NeuN,0.29705882352941176,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,4,6e10/A_beta,0.06176470588235294,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,4,AT8,0.19411764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,4,GFAP,0.30882352941176466,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,4,Iba1,0.21764705882352942,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,4,NeuN,0.36470588235294116,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,5,6e10/A_beta,0.15882352941176472,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,5,AT8,0.5705882352941177,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,5,GFAP,0.3382352941176471,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,5,Iba1,-0.3558823529411765,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,5,NeuN,0.4911764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,1,6e10/A_beta,0.33529411764705885,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,1,AT8,0.5235294117647059,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,1,GFAP,-0.11176470588235293,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,1,Iba1,0.36470588235294116,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,1,NeuN,0.38235294117647056,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,2,6e10/A_beta,0.049999999999999996,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,2,AT8,0.4676470588235294,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,2,GFAP,0.0588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,2,Iba1,0.14411764705882352,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,2,NeuN,0.23823529411764705,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,3,6e10/A_beta,0.5588235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,3,AT8,0.28823529411764703,16
