gene,final_tier,promotion_reason,deprioritization_reason,scorecard_interpretation,graph_interpretation,next_validation_priority,targeted_manifold_audit_recommended,pathology_axis_class,therapeutic_like_score_percentile,tau_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,broad_shift_score_percentile,negative_control_interpretation,graph_neighborhood_label,prior_candidate_flag,known_biology_note,caution_note,recommended_next_validation,claim_boundary,manifold_violation_fraction,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,mean_latent_shift,median_latent_shift,manifold_nn_backend,targeted_manifold_audited,manifold_qc_status,manifold_qc_interpretation,promotion_or_demotion_after_manifold,final_evidence_tier_v2,final_candidate_status_v2
SERPINB6,unsupported_or_deprioritized,not_promoted,broad_shift_penalty,insufficient_balanced_scorecard_support,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,87.63079222720478,93.6472346786248,74.9626307922272,60.98654708520179,90.09715994020928,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
IWS1,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,86.65919282511211,90.47085201793722,72.27204783258595,53.026905829596416,53.73692077727952,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
TRAF3IP2-AS1,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,85.87443946188341,96.97309417040358,57.847533632287,66.14349775784754,74.32735426008968,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
CPSF6,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,85.35127055306427,91.85351270553063,73.01943198804184,58.70702541106129,73.20627802690582,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
ILRUN,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,84.90284005979073,93.27354260089686,69.35724962630793,61.7339312406577,84.04334828101643,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
PLD1,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,84.08071748878923,95.70254110612856,50.22421524663677,59.49177877428998,21.748878923766814,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
GLUD1,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,82.69805680119582,90.99402092675636,77.24215246636771,63.714499252615845,68.38565022421524,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
ATXN3,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,80.56801195814649,91.29297458893872,80.08221225710015,68.08669656203288,49.850523168908815,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
RPS6,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,79.89536621823618,94.24514200298954,54.48430493273543,63.04185351270553,32.10014947683109,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
DMXL2,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,77.57847533632287,92.63826606875936,61.17339312406577,64.91031390134529,41.70403587443946,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
