git_status,path,classification,size_bytes,staged,inventory_state
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/first/stage81a1_graph_lineage_registry.csv,GENERATED CACHE - do not commit,2255,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/first/stage81a1_local_asset_manifest.csv,GENERATED CACHE - do not commit,6198,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/first/stage81a1_multimodal_inventory_report.json,GENERATED CACHE - do not commit,9354,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/first/stage81a1_perturbation_asset_audit.csv,GENERATED CACHE - do not commit,1672,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/first/stage81a1_priority_missing_assets.csv,GENERATED CACHE - do not commit,873,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/first/stage81a1_regulatory_evidence_audit.csv,GENERATED CACHE - do not commit,6138,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/first/stage81a1_rna_matrix_audit.csv,GENERATED CACHE - do not commit,4561,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/first/stage81a1_spatial_asset_audit.csv,GENERATED CACHE - do not commit,2148,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/second/stage81a1_dataset_role_registry.csv,GENERATED CACHE - do not commit,2087,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/second/stage81a1_donor_modality_section_crosswalk.csv,GENERATED CACHE - do not commit,32401,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/second/stage81a1_gene_identifier_audit.csv,GENERATED CACHE - do not commit,6694,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/second/stage81a1_graph_lineage_registry.csv,GENERATED CACHE - do not commit,2255,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/second/stage81a1_local_asset_manifest.csv,GENERATED CACHE - do not commit,6198,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/second/stage81a1_multimodal_inventory_report.json,GENERATED CACHE - do not commit,9354,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/second/stage81a1_perturbation_asset_audit.csv,GENERATED CACHE - do not commit,1672,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/second/stage81a1_priority_missing_assets.csv,GENERATED CACHE - do not commit,873,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/second/stage81a1_regulatory_evidence_audit.csv,GENERATED CACHE - do not commit,6138,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/second/stage81a1_rna_matrix_audit.csv,GENERATED CACHE - do not commit,4561,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_audit_outputs_are_determi0/second/stage81a1_spatial_asset_audit.csv,GENERATED CACHE - do not commit,2148,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_bound_verification_reuse_0/data/small.h5ad.sha256,GENERATED CACHE - do not commit,65,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_bound_verification_reuse_0/data/small.h5ad.verification.json,GENERATED CACHE - do not commit,411,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_is_deterministic_0/one/stage81a1c_n_download_decisions.csv,GENERATED CACHE - do not commit,1885,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_is_deterministic_0/one/stage81a1c_n_remote_asset_catalog.csv,GENERATED CACHE - do not commit,5011,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_is_deterministic_0/two/stage81a1c_n_download_decisions.csv,GENERATED CACHE - do not commit,1885,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_is_deterministic_0/two/stage81a1c_n_remote_asset_catalog.csv,GENERATED CACHE - do not commit,5011,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_mode_is_determini0/first/stage81a1b_download_decisions.csv,GENERATED CACHE - do not commit,3374,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_mode_is_determini0/first/stage81a1b_download_manifest.json,GENERATED CACHE - do not commit,216,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_mode_is_determini0/first/stage81a1b_remote_asset_catalog.csv,GENERATED CACHE - do not commit,14839,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_mode_is_determini0/first/stage81a1b_storage_preflight.json,GENERATED CACHE - do not commit,298,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_mode_is_determini0/second/stage81a1b_download_decisions.csv,GENERATED CACHE - do not commit,3374,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_mode_is_determini0/second/stage81a1b_download_manifest.json,GENERATED CACHE - do not commit,216,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_mode_is_determini0/second/stage81a1b_remote_asset_catalog.csv,GENERATED CACHE - do not commit,14839,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_mode_is_determini0/second/stage81a1b_storage_preflight.json,GENERATED CACHE - do not commit,298,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_output_is_determi0/one/stage81a1d_live_catalog_cache.json,GENERATED CACHE - do not commit,267,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_output_is_determi0/one/stage81a1d_living_human_remote_asset_catalog.csv,GENERATED CACHE - do not commit,80,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_output_is_determi0/two/stage81a1d_live_catalog_cache.json,GENERATED CACHE - do not commit,267,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_catalog_output_is_determi0/two/stage81a1d_living_human_remote_asset_catalog.csv,GENERATED CACHE - do not commit,80,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_exact_gene_mapping_has_no0/nph.csv.gz,GENERATED CACHE - do not commit,121,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_expression_and_gene_contr0/stage81a1_dataset_role_registry.csv,GENERATED CACHE - do not commit,2087,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_expression_and_gene_contr0/stage81a1_donor_modality_section_crosswalk.csv,GENERATED CACHE - do not commit,32401,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_expression_and_gene_contr0/stage81a1_gene_identifier_audit.csv,GENERATED CACHE - do not commit,6694,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_expression_and_gene_contr0/stage81a1_graph_lineage_registry.csv,GENERATED CACHE - do not commit,2255,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_expression_and_gene_contr0/stage81a1_local_asset_manifest.csv,GENERATED CACHE - do not commit,6198,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_expression_and_gene_contr0/stage81a1_multimodal_inventory_report.json,GENERATED CACHE - do not commit,9354,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_expression_and_gene_contr0/stage81a1_perturbation_asset_audit.csv,GENERATED CACHE - do not commit,1672,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_expression_and_gene_contr0/stage81a1_priority_missing_assets.csv,GENERATED CACHE - do not commit,873,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_expression_and_gene_contr0/stage81a1_regulatory_evidence_audit.csv,GENERATED CACHE - do not commit,6138,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_expression_and_gene_contr0/stage81a1_rna_matrix_audit.csv,GENERATED CACHE - do not commit,4561,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_expression_and_gene_contr0/stage81a1_spatial_asset_audit.csv,GENERATED CACHE - do not commit,2148,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_graph_spatial_perturbatio0/stage81a1_dataset_role_registry.csv,GENERATED CACHE - do not commit,2087,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_graph_spatial_perturbatio0/stage81a1_donor_modality_section_crosswalk.csv,GENERATED CACHE - do not commit,32401,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_graph_spatial_perturbatio0/stage81a1_gene_identifier_audit.csv,GENERATED CACHE - do not commit,6694,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_graph_spatial_perturbatio0/stage81a1_graph_lineage_registry.csv,GENERATED CACHE - do not commit,2255,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_graph_spatial_perturbatio0/stage81a1_local_asset_manifest.csv,GENERATED CACHE - do not commit,6198,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_graph_spatial_perturbatio0/stage81a1_multimodal_inventory_report.json,GENERATED CACHE - do not commit,9354,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_graph_spatial_perturbatio0/stage81a1_perturbation_asset_audit.csv,GENERATED CACHE - do not commit,1672,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_graph_spatial_perturbatio0/stage81a1_priority_missing_assets.csv,GENERATED CACHE - do not commit,873,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_graph_spatial_perturbatio0/stage81a1_regulatory_evidence_audit.csv,GENERATED CACHE - do not commit,6138,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_graph_spatial_perturbatio0/stage81a1_rna_matrix_audit.csv,GENERATED CACHE - do not commit,4561,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_graph_spatial_perturbatio0/stage81a1_spatial_asset_audit.csv,GENERATED CACHE - do not commit,2148,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_outputs_are_deterministic0/first/stage81a0_v4_failure_registry.csv,GENERATED CACHE - do not commit,29753,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_outputs_are_deterministic0/first/stage81a0_v4_failure_registry.json,GENERATED CACHE - do not commit,51026,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_outputs_are_deterministic0/first/stage81a0_v4_stage_report.json,GENERATED CACHE - do not commit,29684,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_outputs_are_deterministic0/second/stage81a0_v4_failure_registry.csv,GENERATED CACHE - do not commit,29753,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_outputs_are_deterministic0/second/stage81a0_v4_failure_registry.json,GENERATED CACHE - do not commit,51026,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_outputs_are_deterministic0/second/stage81a0_v4_stage_report.json,GENERATED CACHE - do not commit,30039,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_preserved_hash_cache_is_b0/data/external/v4/sea_ad/manifests/preserved_hash_bindings/3fee2efca8955842367d41fde9413fc5ad977b5d35a4f9964bedd25832dcae60.json,GENERATED CACHE - do not commit,296,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_preserved_hash_cache_is_b0/evidence.csv,GENERATED CACHE - do not commit,10,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_processed_10x_tar_is_dime0/processed_RAW.tar,GENERATED CACHE - do not commit,10240,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_registry_sources_are_real0/stage81a0_v4_failure_registry.csv,GENERATED CACHE - do not commit,29753,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_registry_sources_are_real0/stage81a0_v4_failure_registry.json,GENERATED CACHE - do not commit,51026,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_registry_sources_are_real0/stage81a0_v4_stage_report.json,GENERATED CACHE - do not commit,29347,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_safe_archive_member_handl0/safe.zip,GENERATED CACHE - do not commit,131,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_safe_archive_member_handl0/unsafe.tar,GENERATED CACHE - do not commit,10240,False,dirty_or_untracked
??,.tmp/stage81a3_candidate_pytest_pre/test_safe_archive_member_handl0/value,GENERATED CACHE - do not commit,1,False,dirty_or_untracked
??,configs/v4/stage81a3_conditional_predictability_audit.yaml,A3 TEST/CONFIG - candidate,1166,False,dirty_or_untracked
??,configs/v4/stage81a3_foundation_biological_state_domain_qualification.yaml,A3 TEST/CONFIG - candidate,3835,False,dirty_or_untracked
??,configs/v4/stage81a3_foundation_heterogeneity_reality_audit.yaml,A3 TEST/CONFIG - candidate,3516,False,dirty_or_untracked
??,configs/v4/stage81a3_information_preserving_candidate.yaml,A3 TEST/CONFIG - candidate,1944,False,dirty_or_untracked
??,configs/v4/stage81a3_ipb_jepa_feasibility.yaml,A3 TEST/CONFIG - candidate,2070,False,dirty_or_untracked
??,configs/v4/stage81a3_preref_resolution_rare_context.yaml,A3 TEST/CONFIG - candidate,2672,False,dirty_or_untracked
??,configs/v4/stage81a3_rare_state_coverage_resolution.yaml,A3 TEST/CONFIG - candidate,4027,False,dirty_or_untracked
??,configs/v4/stage81a3_rbb_adaptive_correlated_probe.yaml,A3 TEST/CONFIG - candidate,1233,False,dirty_or_untracked
??,configs/v4/stage81a3_rbb_belief_geometry_audit.yaml,A3 TEST/CONFIG - candidate,1047,False,dirty_or_untracked
??,configs/v4/stage81a3_rbb_core_simplification.yaml,A3 TEST/CONFIG - candidate,1284,False,dirty_or_untracked
??,configs/v4/stage81a3_rbb_frozen_encoder_probe.yaml,A3 TEST/CONFIG - candidate,1092,False,dirty_or_untracked
??,configs/v4/stage81a3_rbb_frozen_recovery.yaml,A3 TEST/CONFIG - candidate,891,False,dirty_or_untracked
??,configs/v4/stage81a3_rbb_oof_covariance.yaml,A3 TEST/CONFIG - candidate,1135,False,dirty_or_untracked
??,configs/v4/stage81a3_rbb_panel_exposure.yaml,A3 TEST/CONFIG - candidate,1435,False,dirty_or_untracked
??,configs/v4/stage81a3_rbb_structural_panel.yaml,A3 TEST/CONFIG - candidate,1115,False,dirty_or_untracked
??,configs/v4/stage81a3_rbb_uncertainty_localization_identifiability.yaml,A3 TEST/CONFIG - candidate,1493,False,dirty_or_untracked
??,configs/v4/stage81a3_rbb_validation_covariance.yaml,A3 TEST/CONFIG - candidate,1055,False,dirty_or_untracked
??,configs/v4/stage81a3_reproducible_state_basis.yaml,A3 TEST/CONFIG - candidate,995,False,dirty_or_untracked
??,configs/v4/stage81a3_rlc_causal_fast_probe.yaml,A3 TEST/CONFIG - candidate,1110,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_append_only_event_chain_a0/events.jsonl,DATA - do not commit,941,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/first/stage81a1_dataset_role_registry.csv,DATA - do not commit,2087,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/first/stage81a1_donor_modality_section_crosswalk.csv,DATA - do not commit,32401,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/first/stage81a1_gene_identifier_audit.csv,DATA - do not commit,6694,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/first/stage81a1_graph_lineage_registry.csv,DATA - do not commit,2255,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/first/stage81a1_local_asset_manifest.csv,DATA - do not commit,6198,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/first/stage81a1_multimodal_inventory_report.json,DATA - do not commit,9354,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/first/stage81a1_perturbation_asset_audit.csv,DATA - do not commit,1672,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/first/stage81a1_priority_missing_assets.csv,DATA - do not commit,873,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/first/stage81a1_regulatory_evidence_audit.csv,DATA - do not commit,6138,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/first/stage81a1_rna_matrix_audit.csv,DATA - do not commit,4561,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/first/stage81a1_spatial_asset_audit.csv,DATA - do not commit,2148,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/second/stage81a1_dataset_role_registry.csv,DATA - do not commit,2087,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/second/stage81a1_donor_modality_section_crosswalk.csv,DATA - do not commit,32401,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/second/stage81a1_gene_identifier_audit.csv,DATA - do not commit,6694,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/second/stage81a1_graph_lineage_registry.csv,DATA - do not commit,2255,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/second/stage81a1_local_asset_manifest.csv,DATA - do not commit,6198,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/second/stage81a1_multimodal_inventory_report.json,DATA - do not commit,9354,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/second/stage81a1_perturbation_asset_audit.csv,DATA - do not commit,1672,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/second/stage81a1_priority_missing_assets.csv,DATA - do not commit,873,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/second/stage81a1_regulatory_evidence_audit.csv,DATA - do not commit,6138,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/second/stage81a1_rna_matrix_audit.csv,DATA - do not commit,4561,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_audit_outputs_are_determi0/second/stage81a1_spatial_asset_audit.csv,DATA - do not commit,2148,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_bound_verification_reuse_0/data/small.h5ad.sha256,DATA - do not commit,65,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_bound_verification_reuse_0/data/small.h5ad.verification.json,DATA - do not commit,411,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_is_deterministic_0/one/stage81a1c_n_download_decisions.csv,DATA - do not commit,1885,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_is_deterministic_0/one/stage81a1c_n_remote_asset_catalog.csv,DATA - do not commit,5011,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_is_deterministic_0/two/stage81a1c_n_download_decisions.csv,DATA - do not commit,1885,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_is_deterministic_0/two/stage81a1c_n_remote_asset_catalog.csv,DATA - do not commit,5011,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_mode_is_determini0/first/stage81a1b_download_decisions.csv,DATA - do not commit,3374,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_mode_is_determini0/first/stage81a1b_download_manifest.json,DATA - do not commit,216,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_mode_is_determini0/first/stage81a1b_remote_asset_catalog.csv,DATA - do not commit,14839,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_mode_is_determini0/first/stage81a1b_storage_preflight.json,DATA - do not commit,298,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_mode_is_determini0/second/stage81a1b_download_decisions.csv,DATA - do not commit,3374,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_mode_is_determini0/second/stage81a1b_download_manifest.json,DATA - do not commit,216,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_mode_is_determini0/second/stage81a1b_remote_asset_catalog.csv,DATA - do not commit,14839,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_mode_is_determini0/second/stage81a1b_storage_preflight.json,DATA - do not commit,298,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_output_is_determi0/one/stage81a1d_live_catalog_cache.json,DATA - do not commit,267,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_output_is_determi0/one/stage81a1d_living_human_remote_asset_catalog.csv,DATA - do not commit,80,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_output_is_determi0/two/stage81a1d_live_catalog_cache.json,DATA - do not commit,267,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_catalog_output_is_determi0/two/stage81a1d_living_human_remote_asset_catalog.csv,DATA - do not commit,80,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_exact_gene_mapping_has_no0/nph.csv.gz,DATA - do not commit,121,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_expression_and_gene_contr0/stage81a1_dataset_role_registry.csv,DATA - do not commit,2087,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_expression_and_gene_contr0/stage81a1_donor_modality_section_crosswalk.csv,DATA - do not commit,32401,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_expression_and_gene_contr0/stage81a1_gene_identifier_audit.csv,DATA - do not commit,6694,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_expression_and_gene_contr0/stage81a1_graph_lineage_registry.csv,DATA - do not commit,2255,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_expression_and_gene_contr0/stage81a1_local_asset_manifest.csv,DATA - do not commit,6198,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_expression_and_gene_contr0/stage81a1_multimodal_inventory_report.json,DATA - do not commit,9354,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_expression_and_gene_contr0/stage81a1_perturbation_asset_audit.csv,DATA - do not commit,1672,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_expression_and_gene_contr0/stage81a1_priority_missing_assets.csv,DATA - do not commit,873,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_expression_and_gene_contr0/stage81a1_regulatory_evidence_audit.csv,DATA - do not commit,6138,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_expression_and_gene_contr0/stage81a1_rna_matrix_audit.csv,DATA - do not commit,4561,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_expression_and_gene_contr0/stage81a1_spatial_asset_audit.csv,DATA - do not commit,2148,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_graph_spatial_perturbatio0/stage81a1_dataset_role_registry.csv,DATA - do not commit,2087,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_graph_spatial_perturbatio0/stage81a1_donor_modality_section_crosswalk.csv,DATA - do not commit,32401,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_graph_spatial_perturbatio0/stage81a1_gene_identifier_audit.csv,DATA - do not commit,6694,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_graph_spatial_perturbatio0/stage81a1_graph_lineage_registry.csv,DATA - do not commit,2255,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_graph_spatial_perturbatio0/stage81a1_local_asset_manifest.csv,DATA - do not commit,6198,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_graph_spatial_perturbatio0/stage81a1_multimodal_inventory_report.json,DATA - do not commit,9354,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_graph_spatial_perturbatio0/stage81a1_perturbation_asset_audit.csv,DATA - do not commit,1672,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_graph_spatial_perturbatio0/stage81a1_priority_missing_assets.csv,DATA - do not commit,873,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_graph_spatial_perturbatio0/stage81a1_regulatory_evidence_audit.csv,DATA - do not commit,6138,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_graph_spatial_perturbatio0/stage81a1_rna_matrix_audit.csv,DATA - do not commit,4561,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_graph_spatial_perturbatio0/stage81a1_spatial_asset_audit.csv,DATA - do not commit,2148,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_outputs_are_deterministic0/first/stage81a0_v4_failure_registry.csv,DATA - do not commit,29753,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_outputs_are_deterministic0/first/stage81a0_v4_failure_registry.json,DATA - do not commit,51026,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_outputs_are_deterministic0/first/stage81a0_v4_stage_report.json,DATA - do not commit,20040,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_outputs_are_deterministic0/second/stage81a0_v4_failure_registry.csv,DATA - do not commit,29753,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_outputs_are_deterministic0/second/stage81a0_v4_failure_registry.json,DATA - do not commit,51026,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_outputs_are_deterministic0/second/stage81a0_v4_stage_report.json,DATA - do not commit,20389,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_preserved_hash_cache_is_b0/data/external/v4/sea_ad/manifests/preserved_hash_bindings/3fee2efca8955842367d41fde9413fc5ad977b5d35a4f9964bedd25832dcae60.json,DATA - do not commit,296,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_preserved_hash_cache_is_b0/evidence.csv,DATA - do not commit,10,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_processed_10x_tar_is_dime0/processed_RAW.tar,DATA - do not commit,10240,False,dirty_or_untracked
??,data/tmp/pytest-stage81a3-ema-pre/test_registry_sources_are_real0/stage81a0_v4_failure_registry.csv,DATA - do not commit,29753,False,dirty_or_untracked
